iter	MultiClass
351	3.629716543e-05
352	3.6205673e-05
353	3.611476132e-05
354	3.599910846e-05
355	3.590932498e-05
356	3.582015189e-05
357	3.573147064e-05
358	3.564327799e-05
359	3.555546493e-05
360	3.546830849e-05
361	3.538169804e-05
362	3.529559263e-05
363	3.521002379e-05
364	3.512487897e-05
365	3.504022546e-05
366	3.495609313e-05
367	3.48724425e-05
368	3.4789235e-05
369	3.470650072e-05
370	3.462423529e-05
371	3.454247002e-05
372	3.446116183e-05
373	3.438027625e-05
374	3.429982209e-05
375	3.421983501e-05
376	3.414029168e-05
377	3.406098169e-05
378	3.398234577e-05
379	3.390414132e-05
380	3.382636449e-05
381	3.374897993e-05
382	3.367207957e-05
383	3.35955318e-05
384	3.351939712e-05
385	3.344373447e-05
386	3.336847696e-05
387	3.329362105e-05
388	3.321913197e-05
389	3.314503793e-05
390	3.307133553e-05
391	3.29980214e-05
392	3.292509222e-05
393	3.285247953e-05
394	3.278028043e-05
395	3.270848605e-05
396	3.263703475e-05
397	3.256598151e-05
398	3.249526547e-05
399	3.242493349e-05
400	3.23549401e-05
401	3.228533191e-05
402	3.221604958e-05
403	3.214700159e-05
404	3.207841922e-05
405	3.201020976e-05
406	3.194237081e-05
407	3.187487107e-05
408	3.18076693e-05
409	3.174081223e-05
410	3.167428651e-05
411	3.160806293e-05
412	3.152073737e-05
413	3.145525017e-05
414	3.139010996e-05
415	3.132528741e-05
416	3.126080694e-05
417	3.119661204e-05
418	3.113270142e-05
419	3.106909888e-05
420	3.100575288e-05
421	3.094275858e-05
422	3.088011668e-05
423	3.081774685e-05
424	3.075564794e-05
425	3.0693868e-05
426	3.063235475e-05
427	3.057115569e-05
428	3.051024368e-05
429	3.044961655e-05
430	3.038927213e-05
431	3.032918416e-05
432	3.026939891e-05
433	3.019019151e-05
434	3.013105698e-05
435	3.007216934e-05
436	3.001355139e-05
437	2.995517741e-05
438	2.989708372e-05
439	2.983925388e-05
440	2.978167179e-05
441	2.972439678e-05
442	2.966737951e-05
443	2.961061811e-05
444	2.955406449e-05
445	2.949778625e-05
446	2.94417421e-05
447	2.9385963e-05
448	2.932398853e-05
449	2.926869853e-05
450	2.921367445e-05
451	2.915889198e-05
452	2.910434941e-05
453	2.905002304e-05
454	2.899593343e-05
455	2.894212286e-05
456	2.888850153e-05
457	2.88351335e-05
458	2.878199542e-05
459	2.87290644e-05
460	2.867638154e-05
461	2.862394539e-05
462	2.857173266e-05
463	2.851969965e-05
464	2.846788743e-05
465	2.841633619e-05
466	2.836496082e-05
467	2.831382213e-05
468	2.826287777e-05
469	2.821216696e-05
470	2.81616884e-05
471	2.811139948e-05
472	2.806129957e-05
473	2.801142711e-05
474	2.796174107e-05
475	2.791225996e-05
476	2.786302175e-05
477	2.78139462e-05
478	2.776507151e-05
479	2.771639637e-05
480	2.766791946e-05
481	2.761965838e-05
482	2.757159273e-05
483	2.752363196e-05
484	2.747595313e-05
485	2.742844738e-05
486	2.737938335e-05
487	2.733230158e-05
488	2.728540753e-05
489	2.723868126e-05
490	2.71920512e-05
491	2.71456764e-05
492	2.709950295e-05
493	2.705342223e-05
494	2.700752263e-05
495	2.696188409e-05
496	2.691641349e-05
497	2.687113109e-05
498	2.68260145e-05
499	2.678107329e-05
500	2.673632372e-05
501	2.669176491e-05
502	2.66473533e-05
503	2.660302957e-05
504	2.655887596e-05
505	2.651499781e-05
506	2.64712698e-05
507	2.642769158e-05
508	2.63842792e-05
509	2.634106549e-05
510	2.629798156e-05
511	2.625507698e-05
512	2.621231759e-05
513	2.616973541e-05
514	2.612731294e-05
515	2.608503298e-05
516	2.604291097e-05
517	2.600097849e-05
518	2.595920174e-05
519	2.591756346e-05
520	2.587607285e-05
521	2.583474175e-05
522	2.579357898e-05
523	2.575256737e-05
524	2.571159814e-05
525	2.567088615e-05
526	2.563021529e-05
527	2.558978359e-05
528	2.554948347e-05
529	2.550936049e-05
530	2.546935178e-05
531	2.542941111e-05
532	2.538969035e-05
533	2.535003616e-05
534	2.531060003e-05
535	2.526988677e-05
536	2.522934524e-05
537	2.519034094e-05
538	2.515150521e-05
539	2.511270132e-05
540	2.507411042e-05
541	2.503568539e-05
542	2.499736629e-05
543	2.495918201e-05
544	2.492113179e-05
545	2.488321487e-05
546	2.484544467e-05
547	2.480782069e-05
548	2.477031302e-05
549	2.473294997e-05
550	2.469570191e-05
551	2.465856875e-05
552	2.462159178e-05
553	2.458472784e-05
554	2.454797687e-05
555	2.451136556e-05
556	2.447489346e-05
557	2.443853187e-05
558	2.440211163e-05
559	2.436598391e-05
560	2.432999216e-05
561	2.429413596e-05
562	2.425837398e-05
563	2.422266386e-05
564	2.418715579e-05
565	2.415175392e-05
566	2.411648374e-05
567	2.408134484e-05
568	2.4046297e-05
569	2.401139199e-05
570	2.397658978e-05
571	2.394191611e-05
572	2.390735718e-05
573	2.387291236e-05
574	2.383858105e-05
575	2.380425717e-05
576	2.376996075e-05
577	2.373595386e-05
578	2.370207101e-05
579	2.366829872e-05
580	2.363463641e-05
581	2.360097903e-05
582	2.356753499e-05
583	2.353419921e-05
584	2.350094653e-05
585	2.346780121e-05
586	2.343468309e-05
587	2.340176268e-05
588	2.336894786e-05
589	2.333620872e-05
590	2.330360343e-05
591	2.32710973e-05
592	2.323868776e-05
593	2.320638125e-05
594	2.317420088e-05
595	2.314209877e-05
596	2.311012155e-05
597	2.306721067e-05
598	2.303545272e-05
599	2.3003783e-05
600	2.297223578e-05
601	2.294074612e-05
602	2.29093956e-05
603	2.287571657e-05
604	2.284454636e-05
605	2.281339481e-05
606	2.27824176e-05
607	2.275153623e-05
608	2.272075022e-05
609	2.269005911e-05
610	2.265948475e-05
611	2.262900416e-05
612	2.259861689e-05
613	2.256832246e-05
614	2.25370558e-05
615	2.250694937e-05
616	2.247691259e-05
617	2.244688849e-05
618	2.241705531e-05
619	2.238730128e-05
620	2.235754823e-05
621	2.23279843e-05
622	2.229849833e-05
623	2.226909042e-05
624	2.223977682e-05
625	2.220663991e-05
626	2.21775286e-05
627	2.214849332e-05
628	2.211945589e-05
629	2.209050479e-05
630	2.206171712e-05
631	2.203303538e-05
632	2.200442779e-05
633	2.197591499e-05
634	2.194746559e-05
635	2.19191202e-05
636	2.189083758e-05
637	2.186265801e-05
638	2.18345464e-05
639	2.18065311e-05
640	2.177859733e-05
641	2.175074471e-05
642	2.172296277e-05
643	2.169525729e-05
644	2.166764597e-05
645	2.164009471e-05
646	2.161264242e-05
647	2.158526905e-05
648	2.155797426e-05
649	2.153075767e-05
650	2.15035997e-05
651	2.147653853e-05
652	2.144954477e-05
653	2.142254013e-05
654	2.139561239e-05
655	2.13688389e-05
656	2.134216016e-05
657	2.131555683e-05
658	2.128902857e-05
659	2.126247858e-05
660	2.123608088e-05
661	2.120967989e-05
662	2.118343929e-05
663	2.115726312e-05
664	2.113116018e-05
665	2.11051484e-05
666	2.107919084e-05
667	2.105316216e-05
668	2.102735774e-05
669	2.100163406e-05
670	2.097596356e-05
671	2.095038192e-05
672	2.092477587e-05
673	2.089931723e-05
674	2.087213236e-05
675	2.084681897e-05
676	2.082159256e-05
677	2.07964176e-05
678	2.077132888e-05
679	2.073749956e-05
680	2.07125683e-05
681	2.068754817e-05
682	2.066275221e-05
683	2.063801452e-05
684	2.061333525e-05
685	2.058864724e-05
686	2.056410095e-05
687	2.053962074e-05
688	2.051520633e-05
689	2.049087436e-05
690	2.046659064e-05
691	2.044237187e-05
692	2.041823451e-05
693	2.038565963e-05
694	2.036167041e-05
695	2.033772818e-05
696	2.031386605e-05
697	2.028997637e-05
698	2.02660892e-05
699	2.02424159e-05
700	2.021878848e-05
701	2.019514971e-05
702	2.017166271e-05
703	2.014823726e-05
704	2.012485685e-05
705	2.010155378e-05
706	2.007829536e-05
707	2.005509759e-05
708	2.00319762e-05
709	2.000891484e-05
710	1.998591325e-05
711	1.996296313e-05
712	1.994006462e-05
713	1.991722528e-05
714	1.989446048e-05
715	1.987166529e-05
716	1.98488707e-05
717	1.982628113e-05
718	1.980373392e-05
719	1.97805603e-05
720	1.975814563e-05
721	1.973570001e-05
722	1.971339163e-05
723	1.969106004e-05
724	1.966887266e-05
725	1.964672631e-05
726	1.962465118e-05
727	1.960262412e-05
728	1.958065266e-05
729	1.955872923e-05
730	1.95368759e-05
731	1.95150626e-05
732	1.949330405e-05
733	1.947161478e-05
734	1.944996505e-05
735	1.942836943e-05
736	1.940684227e-05
737	1.938536868e-05
738	1.936394846e-05
739	1.934256696e-05
740	1.932124555e-05
741	1.929998423e-05
742	1.927868895e-05
743	1.925753254e-05
744	1.923642825e-05
745	1.921536865e-05
746	1.91943608e-05
747	1.917341168e-05
748	1.915251388e-05
749	1.913158137e-05
750	1.911070014e-05
751	1.908995519e-05
752	1.906924687e-05
753	1.90486028e-05
754	1.902799507e-05
755	1.900602201e-05
756	1.896684398e-05
757	1.894351571e-05
758	1.892317334e-05
759	1.890287993e-05
760	1.888262162e-05
761	1.886102541e-05
762	1.884086795e-05
763	1.882076543e-05
764	1.880071785e-05
765	1.87807085e-05
766	1.876067327e-05
767	1.873518492e-05
768	1.871532613e-05
769	1.869544593e-05
770	1.867569466e-05
771	1.865599012e-05
772	1.863632537e-05
773	1.861670704e-05
774	1.859712846e-05
775	1.857752772e-05
776	1.855804119e-05
777	1.853861352e-05
778	1.851921832e-05
779	1.849988154e-05
780	1.848058336e-05
781	1.846125589e-05
782	1.844204134e-05
783	1.842288439e-05
784	1.840377195e-05
785	1.838469737e-05
786	1.836566077e-05
787	1.834666827e-05
788	1.832772593e-05
789	1.830875345e-05
790	1.828989228e-05
791	1.827108709e-05
792	1.825231265e-05
793	1.823302633e-05
794	1.821434554e-05
795	1.819570146e-05
796	1.817711236e-05
797	1.815856569e-05
798	1.814004908e-05
799	1.812158686e-05
800	1.810316045e-05
801	1.808476995e-05
802	1.806642121e-05
803	1.804804675e-05
804	1.802978107e-05
805	1.80115567e-05
806	1.799338541e-05
807	1.797524317e-05
808	1.795715363e-05
809	1.793909294e-05
810	1.792108458e-05
811	1.790181462e-05
812	1.788389007e-05
813	1.786599391e-05
814	1.784814936e-05
815	1.783034459e-05
816	1.781250124e-05
817	1.779476411e-05
818	1.777700001e-05
819	1.775934161e-05
820	1.774161033e-05
821	1.771763059e-05
822	1.770010177e-05
823	1.768261164e-05
824	1.766516008e-05
825	1.764775831e-05
826	1.763038343e-05
827	1.761304671e-05
828	1.759575927e-05
829	1.757850965e-05
830	1.756122151e-05
831	1.754403604e-05
832	1.752689921e-05
833	1.750979968e-05
834	1.749273732e-05
835	1.747571201e-05
836	1.745864794e-05
837	1.74416964e-05
838	1.742477058e-05
839	1.740669328e-05
840	1.738977897e-05
841	1.737290125e-05
842	1.735613477e-05
843	1.733939349e-05
844	1.732262431e-05
845	1.730596566e-05
846	1.728934267e-05
847	1.727275523e-05
848	1.725619253e-05
849	1.723722514e-05
850	1.72206742e-05
851	1.720422137e-05
852	1.718780355e-05
853	1.717142061e-05
854	1.715507766e-05
855	1.713877466e-05
856	1.712243294e-05
857	1.710619883e-05
858	1.708999896e-05
859	1.7073692e-05
860	1.705755019e-05
861	1.704137985e-05
862	1.70253162e-05
863	1.700928622e-05
864	1.699321731e-05
865	1.697714038e-05
866	1.695478591e-05
867	1.693889136e-05
868	1.692296902e-05
869	1.690714066e-05
870	1.689135543e-05
871	1.687559781e-05
872	1.685980718e-05
873	1.684410984e-05
874	1.682844498e-05
875	1.68128226e-05
876	1.679722736e-05
877	1.678166933e-05
878	1.676613333e-05
879	1.675063216e-05
880	1.673514107e-05
881	1.671971053e-05
882	1.670430172e-05
883	1.668886426e-05
884	1.66735283e-05
885	1.665815387e-05
886	1.664288046e-05
887	1.662763814e-05
888	1.661241708e-05
889	1.659716727e-05
890	1.658201772e-05
891	1.656682973e-05
892	1.655167261e-05
893	1.653660531e-05
894	1.652156848e-05
895	1.650656201e-05
896	1.649152677e-05
897	1.647658074e-05
898	1.64616695e-05
899	1.644678352e-05
900	1.643186861e-05
901	1.641606471e-05
902	1.640121178e-05
903	1.638645645e-05
904	1.637173056e-05
905	1.635696633e-05
906	1.634228976e-05
907	1.632764701e-05
908	1.631297067e-05
909	1.629839076e-05
910	1.628383975e-05
911	1.626829704e-05
912	1.625380578e-05
913	1.623390447e-05
914	1.621786593e-05
915	1.620346855e-05
916	1.618910414e-05
917	1.617476333e-05
918	1.616038928e-05
919	1.61461002e-05
920	1.613183914e-05
921	1.611761507e-05
922	1.610340975e-05
923	1.608462275e-05
924	1.607042469e-05
925	1.605629017e-05
926	1.604221219e-05
927	1.602816154e-05
928	1.601413815e-05
929	1.600007729e-05
930	1.59861037e-05
931	1.597216163e-05
932	1.595824648e-05
933	1.594435817e-05
934	1.593049216e-05
935	1.59165931e-05
936	1.590278488e-05
937	1.588900318e-05
938	1.5875184e-05
939	1.586145514e-05
940	1.584775255e-05
941	1.583407616e-05
942	1.581525178e-05
943	1.58016276e-05
944	1.578803813e-05
945	1.577444806e-05
946	1.576091022e-05
947	1.57473981e-05
948	1.573391159e-05
949	1.571956974e-05
950	1.570607354e-05
951	1.568773272e-05
952	1.56743582e-05
953	1.56610089e-05
954	1.564768473e-05
955	1.563435958e-05
956	1.562108548e-05
957	1.560782778e-05
958	1.559459921e-05
959	1.55813912e-05
960	1.556821637e-05
961	1.555505775e-05
962	1.554187065e-05
963	1.551218579e-05
964	1.549913386e-05
965	1.548610197e-05
966	1.54730943e-05
967	1.546005887e-05
968	1.544709945e-05
969	1.54341123e-05
970	1.542120084e-05
971	1.540832157e-05
972	1.539546607e-05
973	1.538257445e-05
974	1.53697663e-05
975	1.535697345e-05
976	1.534420413e-05
977	1.532670685e-05
978	1.531394127e-05
979	1.530124982e-05
980	1.52885898e-05
981	1.527589411e-05
982	1.526327214e-05
983	1.525062276e-05
984	1.523805495e-05
985	1.52254852e-05
986	1.521295495e-05
987	1.520044747e-05
988	1.51879627e-05
989	1.517550057e-05
990	1.516301086e-05
991	1.515054383e-05
992	1.513815329e-05
993	1.512578907e-05
994	1.511156088e-05
995	1.509840142e-05
996	1.508610827e-05
997	1.505827529e-05
998	1.504599605e-05
999	1.503378709e-05
